 Index,     Direction,      Status/Code/Error Count,    Format/Type,   ID,    DLC,            Data,                 Time Mark
  202     ,Receive ,                    ,Ext / Data,0xAF87010,2   ,00  00                          ,00:02:23:519,
  203     ,Receive ,                    ,Ext / Data,0xEF81510,1   ,02                              ,00:02:23:520,
  204     ,Receive ,                    ,Ext / Data,0xEF82010,1   ,00                              ,00:02:23:520,
  205     ,Receive ,                    ,Ext / Data,0xAF81111,2   ,08  00                          ,00:02:23:521,
  206     ,Receive ,                    ,Ext / Data,0x12F84812,1   ,00                              ,00:02:23:523,
  207     ,Receive ,                    ,Ext / Data,0x12F85050,5   ,00  00  00  80  00              ,00:02:23:524,
  208     ,Receive ,                    ,Ext / Data,0x12F81D10,5   ,00  00  00  00  01              ,00:02:23:528,
  209     ,Receive ,                    ,Ext / Data,0x12F81E10,5   ,00  00  00  00  01              ,00:02:23:529,
  210     ,Receive ,                    ,Ext / Data,0x12F83010,1   ,00                              ,00:02:23:530,
  211     ,Receive ,                    ,Ext / Data,0x12F84010,1   ,00                              ,00:02:23:531,
  212     ,Receive ,                    ,Ext / Data,0x16F97550,8   ,FF  E0  00  00  00  00  00  00  ,00:02:23:535,
  213     ,Receive ,                    ,Ext / Data,0x12F85150,5   ,41  41  60  00  40              ,00:02:23:535,
  214     ,Receive ,                    ,Ext / Data,0x16F86C50,8   ,02  6F  CA  3C  CA  C7  D9  00  ,00:02:23:537,
  215     ,Receive ,                    ,Ext / Data,0xEF83F31,2   ,80  00                          ,00:02:23:551,
  216     ,Receive ,                    ,Ext / Data,0xEF81496,1   ,00                              ,00:02:23:580,
  217     ,Receive ,                    ,Ext / Data,0xAF87110,3   ,00  FE  00                      ,00:02:23:617,
  218     ,Receive ,                    ,Ext / Data,0xEF87310,4   ,20  A7  A9  40                  ,00:02:23:618,
  219     ,Receive ,                    ,Ext / Data,0x12F81010,4   ,28  00  80  00                  ,00:02:23:619,
  220     ,Receive ,                    ,Ext / Data,0x16F83D33,1   ,80                              ,00:02:23:619,
  221     ,Receive ,                    ,Ext / Data,0x12F85050,5   ,00  00  00  80  00              ,00:02:23:623,
  222     ,Receive ,                    ,Ext / Data,0x12F85351,8   ,00  21  00  00  00  00  37  00  ,00:02:23:630,
  223     ,Receive ,                    ,Ext / Data,0xEF95251,8   ,01  B8  B8  F0  28  84  BA  FE  ,00:02:23:631,
  224     ,Receive ,                    ,Ext / Data,0x1610FF11,0   ,                                ,00:02:23:632,
  225     ,Receive ,                    ,Ext / Data,0x16F83B31,1   ,80                              ,00:02:23:635,
  226     ,Receive ,                    ,Ext / Data,0xEF83633,2   ,00  00                          ,00:02:23:641,
  227     ,Receive ,                    ,Ext / Data,0x12F83496,1   ,20                              ,00:02:23:653,
  228     ,Receive ,                    ,Ext / Data,0x1610FF96,0   ,                                ,00:02:23:690,
  229     ,Receive ,                    ,Ext / Data,0x1610FF55,0   ,                                ,00:02:23:693,
  230     ,Receive ,                    ,Ext / Data,0x1610FF10,0   ,                                ,00:02:23:716,
  231     ,Receive ,                    ,Ext / Data,0x1610FF33,0   ,                                ,00:02:23:718,
  232     ,Receive ,                    ,Ext / Data,0x1610FF50,0   ,                                ,00:02:23:719,
  233     ,Receive ,                    ,Ext / Data,0x1610FF31,0   ,                                ,00:02:23:719,
  234     ,Receive ,                    ,Ext / Data,0x16F83E34,1   ,80                              ,00:02:23:720,
  235     ,Receive ,                    ,Ext / Data,0x1610FF12,0   ,                                ,00:02:23:720,
