Index,Direction,Status/Code/ErrorCount,Format/Type,ID,DLC,Data,TimeMark
3353,Receive,,Ext / Data,0x16F83D33,1,00  ,00:00:00:051,
3354,Receive,,Ext / Data,0x12F84112,1,80  ,00:00:00:057,
3355,Receive,,Ext / Data,0xEF81496,1,00  ,00:00:00:101,
3356,Receive,,Ext / Data,0x12F81C12,1,00  ,00:00:00:117,
3357,Receive,,Ext / Data,0x12F84212,1,00  ,00:00:00:118,
3358,Receive,,Ext / Data,0x12F84312,1,00  ,00:00:00:119,
3359,Receive,,Ext / Data,0x16F97550,8,FF  E0  00  00  00  00  00  00  ,00:00:00:120,
3360,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:121,
3361,Receive,,Ext / Data,0x12F85250,4,FE  00  C1  7D  ,00:00:00:122,
3362,Receive,,Ext / Data,0x12F84812,1,00  ,00:00:00:127,
3363,Receive,,Ext / Data,0x16F86250,8,0F  FF  FF  FF  FF  FF  FF  00  ,00:00:00:130,
3364,Receive,,Ext / Data,0x12F83496,1,20  ,00:00:00:133,
3365,Receive,,Ext / Data,0x12F85C50,1,00  ,00:00:00:139,
3366,Receive,,Ext / Data,0xAF81111,2,00  00  ,00:00:00:181,
3367,Receive,,Ext / Data,0xAF87110,3,00  00  00  ,00:00:00:201,
3368,Receive,,Ext / Data,0xEF87310,4,18  01  00  00  ,00:00:00:202,
3369,Receive,,Ext / Data,0x12F81010,4,20  00  80  00  ,00:00:00:203,
3370,Receive,,Ext / Data,0x12F84712,1,00  ,00:00:00:216,
3371,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:219,
3372,Receive,,Ext / Data,0x12F83010,1,00  ,00:00:00:221,
3373,Receive,,Ext / Data,0xEF83F31,2,80  00  ,00:00:00:225,
3374,Receive,,Ext / Data,0x12F85150,5,00  00  02  00  40  ,00:00:00:228,
3375,Receive,,Ext / Data,0x16F86C50,8,02  F0  B4  7D  3E  C7  D9  00  ,00:00:00:230,
3376,Receive,,Ext / Data,0x16F86D50,8,0B  01  5E  14  FF  E0  00  00  ,00:00:00:231,
3377,Receive,,Ext / Data,0x12F85450,2,16  16  ,00:00:00:238,
3378,Receive,,Ext / Data,0x16F83B31,1,00  ,00:00:00:265,
3379,Receive,,Ext / Data,0xEF83633,2,00  00  ,00:00:00:267,
3380,Receive,,Ext / Data,0x12F87811,1,00  ,00:00:00:280,
3381,Receive,,Ext / Data,0xAF87010,2,00  00  ,00:00:00:281,
3382,Receive,,Ext / Data,0xEF81510,1,02  ,00:00:00:281,
3383,Receive,,Ext / Data,0xEF82010,1,00  ,00:00:00:282,
3384,Receive,,Ext / Data,0x12F81D10,5,00  00  00  00  01  ,00:00:00:291,
3385,Receive,,Ext / Data,0x12F81E10,5,00  00  00  00  01  ,00:00:00:292,
3386,Receive,,Ext / Data,0x12F84010,1,00  ,00:00:00:292,
3387,Receive,,Ext / Data,0x12F95555,2,4B  58  ,00:00:00:301,
3388,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:318,
3389,Receive,,Ext / Data,0x16F83D33,1,00  ,00:00:00:350,
3390,Receive,,Ext / Data,0x12F84112,1,80  ,00:00:00:354,
3391,Receive,,Ext / Data,0xEF81496,1,00  ,00:00:00:401,
3392,Receive,,Ext / Data,0x12F81C12,1,00  ,00:00:00:414,
3393,Receive,,Ext / Data,0x12F84212,1,00  ,00:00:00:415,
3394,Receive,,Ext / Data,0x12F84312,1,00  ,00:00:00:416,
3395,Receive,,Ext / Data,0x16F97550,8,FF  E0  00  00  00  00  00  00  ,00:00:00:417,
3396,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:418,
3397,Receive,,Ext / Data,0x12F84812,1,00  ,00:00:00:424,
3398,Receive,,Ext / Data,0x16F86250,8,0F  FF  FF  FF  FF  FF  FF  00  ,00:00:00:427,
3399,Receive,,Ext / Data,0x12F83496,1,20  ,00:00:00:433,
3400,Receive,,Ext / Data,0x12F85C50,1,00  ,00:00:00:436,
3401,Receive,,Ext / Data,0x1610FF55,0,,00:00:00:476,
3402,Receive,,Ext / Data,0xAF81111,2,00  00  ,00:00:00:478,
3403,Receive,,Ext / Data,0xAF87110,3,00  00  00  ,00:00:00:498,
3404,Receive,,Ext / Data,0xEF87310,4,18  01  00  00  ,00:00:00:499,
3405,Receive,,Ext / Data,0x12F81010,4,20  00  80  00  ,00:00:00:500,
3406,Receive,,Ext / Data,0x12F84712,1,00  ,00:00:00:513,
3407,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:516,
3408,Receive,,Ext / Data,0x12F83010,1,00  ,00:00:00:518,
3409,Receive,,Ext / Data,0x12F85150,5,00  00  02  00  40  ,00:00:00:526,
3410,Receive,,Ext / Data,0x16F86C50,8,02  F0  B4  7D  3E  C7  D9  00  ,00:00:00:527,
3411,Receive,,Ext / Data,0xEF83F31,2,80  00  ,00:00:00:527,
3412,Receive,,Ext / Data,0x16F86D50,8,0B  01  5E  14  FF  E0  00  00  ,00:00:00:528,
3413,Receive,,Ext / Data,0x12F85450,2,16  16  ,00:00:00:535,
3414,Receive,,Ext / Data,0xEF83633,2,00  00  ,00:00:00:563,
3415,Receive,,Ext / Data,0x16F83B31,1,00  ,00:00:00:567,
3416,Receive,,Ext / Data,0x12F87811,1,00  ,00:00:00:577,
3417,Receive,,Ext / Data,0xAF87010,2,00  00  ,00:00:00:578,
3418,Receive,,Ext / Data,0xEF81510,1,02  ,00:00:00:578,
3419,Receive,,Ext / Data,0xEF82010,1,00  ,00:00:00:579,
3420,Receive,,Ext / Data,0x12F81D10,5,00  00  00  00  01  ,00:00:00:588,
3421,Receive,,Ext / Data,0x12F81E10,5,00  00  00  00  01  ,00:00:00:589,
3422,Receive,,Ext / Data,0x16F83E34,1,00  ,00:00:00:589,
3423,Receive,,Ext / Data,0x12F84010,1,00  ,00:00:00:590,
3424,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:615,
3425,Receive,,Ext / Data,0x16F83D33,1,00  ,00:00:00:646,
3426,Receive,,Ext / Data,0x12F84112,1,80  ,00:00:00:651,
3427,Receive,,Ext / Data,0xEF81496,1,00  ,00:00:00:700,
3428,Receive,,Ext / Data,0x12F81C12,1,00  ,00:00:00:711,
3429,Receive,,Ext / Data,0x12F84212,1,00  ,00:00:00:712,
3430,Receive,,Ext / Data,0x12F84312,1,00  ,00:00:00:713,
3431,Receive,,Ext / Data,0x16F97550,8,FF  E0  00  00  00  00  00  00  ,00:00:00:714,
3432,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:715,
3433,Receive,,Ext / Data,0x12F84812,1,00  ,00:00:00:721,
3434,Receive,,Ext / Data,0x16F86250,8,0F  FF  FF  FF  FF  FF  FF  00  ,00:00:00:724,
3435,Receive,,Ext / Data,0x12F83496,1,20  ,00:00:00:733,
3436,Receive,,Ext / Data,0x12F85C50,1,00  ,00:00:00:733,
3437,Receive,,Ext / Data,0xAF81111,2,00  00  ,00:00:00:775,
3438,Receive,,Ext / Data,0xAF87110,3,00  00  00  ,00:00:00:795,
3439,Receive,,Ext / Data,0xEF87310,4,18  01  00  00  ,00:00:00:796,
3440,Receive,,Ext / Data,0x12F81010,4,20  00  80  00  ,00:00:00:797,
3441,Receive,,Ext / Data,0x12F84712,1,00  ,00:00:00:810,
3442,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:813,
3443,Receive,,Ext / Data,0x12F83010,1,00  ,00:00:00:815,
3444,Receive,,Ext / Data,0x12F85150,5,00  00  02  00  40  ,00:00:00:823,
3445,Receive,,Ext / Data,0x16F86C50,8,02  F0  B4  7D  3E  C7  D9  00  ,00:00:00:824,
3446,Receive,,Ext / Data,0x16F86D50,8,0B  01  5E  14  FF  E0  00  00  ,00:00:00:825,
3447,Receive,,Ext / Data,0xEF83F31,2,80  00  ,00:00:00:829,
3448,Receive,,Ext / Data,0x12F85450,2,16  16  ,00:00:00:832,
3449,Receive,,Ext / Data,0xEF83633,2,00  00  ,00:00:00:861,
3450,Receive,,Ext / Data,0x16F83B31,1,00  ,00:00:00:869,
3451,Receive,,Ext / Data,0x12F87811,1,00  ,00:00:00:874,
3452,Receive,,Ext / Data,0xAF87010,2,00  00  ,00:00:00:875,
3453,Receive,,Ext / Data,0xEF81510,1,02  ,00:00:00:875,
3454,Receive,,Ext / Data,0xEF82010,1,00  ,00:00:00:876,
3455,Receive,,Ext / Data,0x12F81D10,5,00  00  00  00  01  ,00:00:00:885,
3456,Receive,,Ext / Data,0x12F81E10,5,00  00  00  00  01  ,00:00:00:885,
3457,Receive,,Ext / Data,0x12F84010,1,00  ,00:00:00:886,
3458,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:00:912,
3459,Receive,,Ext / Data,0x16F83D33,1,00  ,00:00:00:942,
3460,Receive,,Ext / Data,0x12F84112,1,80  ,00:00:00:948,
3461,Receive,,Ext / Data,0xEF81496,1,00  ,00:00:01:000,
3462,Receive,,Ext / Data,0x12F81C12,1,00  ,00:00:01:008,
3463,Receive,,Ext / Data,0x12F84212,1,00  ,00:00:01:009,
3464,Receive,,Ext / Data,0x12F84312,1,00  ,00:00:01:010,
3465,Receive,,Ext / Data,0x16F97550,8,FF  E0  00  00  00  00  00  00  ,00:00:01:011,
3466,Receive,,Ext / Data,0x12F85050,5,00  00  00  00  00  ,00:00:01:012,
3467,Receive,,Ext / Data,0x12F84812,1,00  ,00:00:01:018,
3468,Receive,,Ext / Data,0x16F86250,8,0F  FF  FF  FF  FF  FF  FF  00  ,00:00:01:021,
3469,Receive,,Ext / Data,0x12F85C50,1,00  ,00:00:01:030,
3470,Receive,,Ext / Data,0x12F83496,1,20  ,00:00:01:033,
3471,Receive,,Ext / Data,0x1610FF33,0,,00:00:01:055,
3472,Receive,,Ext / Data,0xAF81111,2,00  00  ,00:00:01:072,
3473,Receive,,Ext / Data,0xAF87110,3,00  00  00  ,00:00:01:092,
3474,Receive,,Ext / Data,0xEF87310,4,18  01  00  00  ,00:00:01:093,
3475,Receive,,Ext / Data,0x12F81010,4,20  00  80  00  ,00:00:01:094,
